Phase;Distance_deg;TravelTime_s;RayParam_sec_deg
PcpPcpPcP;95.8794;1596.7987;157.1930
PcpPcpPcP;94.9749;1594.3259;156.0438
PcpPcpPcP;94.0704;1591.8712;154.8946
PcpPcpPcP;93.1658;1589.4346;153.7454
PcpPcpPcP;92.2613;1587.0164;152.5945
PcpPcpPcP;91.3568;1584.6167;151.4083
PcpPcpPcP;90.4523;1582.2355;150.2222
PcpPcpPcP;89.5477;1579.8730;149.0360
PcpPcpPcP;88.6432;1577.5293;147.8498
PcpPcpPcP;87.7387;1575.2046;146.6470
PcpPcpPcP;86.8342;1572.8989;145.4267
PcpPcpPcP;85.9296;1570.6125;144.2064
PcpPcpPcP;85.0251;1568.3453;142.9861
PcpPcpPcP;84.1206;1566.0976;141.7523
PcpPcpPcP;83.2161;1563.8695;140.5006
PcpPcpPcP;82.3116;1561.6611;139.2489
PcpPcpPcP;81.4070;1559.4725;137.9972
PcpPcpPcP;80.5025;1557.3038;136.7370
PcpPcpPcP;79.5980;1555.1552;135.4518
PcpPcpPcP;78.6935;1553.0268;134.1644
PcpPcpPcP;77.7889;1550.9187;132.8771
PcpPcpPcP;76.8844;1548.8310;131.5897
PcpPcpPcP;75.9799;1546.7638;130.2776
PcpPcpPcP;75.0754;1544.7174;128.9597
PcpPcpPcP;74.1709;1542.6917;127.6417
PcpPcpPcP;73.2663;1540.6869;126.3237
PcpPcpPcP;72.3618;1538.7031;124.9750
PcpPcpPcP;71.4573;1536.7405;123.6700
PcpPcpPcP;70.5528;1534.7991;122.3149
PcpPcpPcP;69.6482;1532.8791;120.9598
PcpPcpPcP;68.7437;1530.9806;119.5547
PcpPcpPcP;67.8392;1529.1037;118.1996
PcpPcpPcP;66.9347;1527.2485;116.8306
PcpPcpPcP;66.0302;1525.4152;115.4376
PcpPcpPcP;65.1256;1523.6037;114.0441
PcpPcpPcP;64.2211;1521.8144;112.6435
PcpPcpPcP;63.3166;1520.0472;111.2356
PcpPcpPcP;62.4121;1518.3023;109.8214
PcpPcpPcP;61.5075;1516.5798;108.3996
PcpPcpPcP;60.6030;1514.8797;106.9729
PcpPcpPcP;59.6985;1513.2023;105.5362
PcpPcpPcP;58.7940;1511.5476;104.1126
PcpPcpPcP;57.8894;1509.9157;102.6452
PcpPcpPcP;56.9849;1508.3067;101.1911
PcpPcpPcP;56.0804;1506.7207;99.7289
PcpPcpPcP;55.1759;1505.1579;98.2608
PcpPcpPcP;54.2714;1503.6182;96.7863
PcpPcpPcP;53.3668;1502.1019;95.3058
PcpPcpPcP;52.4623;1500.6091;93.8188
PcpPcpPcP;51.5578;1499.1397;92.3257
PcpPcpPcP;50.6533;1497.6940;90.8264
PcpPcpPcP;49.7487;1496.2720;89.3202
PcpPcpPcP;48.8442;1494.8738;87.8098
PcpPcpPcP;47.9397;1493.4995;86.2915
PcpPcpPcP;47.0352;1492.1492;84.7697
PcpPcpPcP;46.1307;1490.8230;83.2393
PcpPcpPcP;45.2261;1489.5210;81.7073
PcpPcpPcP;44.3216;1488.2432;80.1657
PcpPcpPcP;43.4171;1486.9898;78.6195
PcpPcpPcP;42.5126;1485.7609;77.0707
PcpPcpPcP;41.6080;1484.5564;75.5128
PcpPcpPcP;40.7035;1483.3766;73.9545
PcpPcpPcP;39.7990;1482.2214;72.3872
PcpPcpPcP;38.8945;1481.0910;70.8143
PcpPcpPcP;37.9899;1479.9855;69.2365
PcpPcpPcP;37.0854;1478.9048;67.6588
PcpPcpPcP;36.1809;1477.8492;66.0706
PcpPcpPcP;35.2764;1476.8187;64.4801
PcpPcpPcP;34.3719;1475.8132;62.8888
PcpPcpPcP;33.4673;1474.8330;61.2866
PcpPcpPcP;32.5628;1473.8781;59.6832
PcpPcpPcP;31.6583;1472.9486;58.0765
PcpPcpPcP;30.7538;1472.0444;56.4627
PcpPcpPcP;29.8492;1471.1657;54.8490
PcpPcpPcP;28.9447;1470.3126;53.2294
PcpPcpPcP;28.0402;1469.4851;51.6048
PcpPcpPcP;27.1357;1468.6832;49.9760
PcpPcpPcP;26.2312;1467.9071;48.3579
PcpPcpPcP;25.3266;1467.1567;46.7105
PcpPcpPcP;24.4221;1466.4322;45.0736
PcpPcpPcP;23.5176;1465.7336;43.4330
PcpPcpPcP;22.6131;1465.0609;41.7886
PcpPcpPcP;21.7085;1464.4142;40.1407
PcpPcpPcP;20.8040;1463.7935;38.4910
PcpPcpPcP;19.8995;1463.1989;36.8371
PcpPcpPcP;18.9950;1462.6304;35.1813
PcpPcpPcP;18.0905;1462.0880;33.5207
PcpPcpPcP;17.1859;1461.5719;31.8600
PcpPcpPcP;16.2814;1461.0820;30.1994
PcpPcpPcP;15.3769;1460.6184;28.5335
PcpPcpPcP;14.4724;1460.1811;26.8666
PcpPcpPcP;13.5678;1459.7701;25.1960
PcpPcpPcP;12.6633;1459.3855;23.5251
PcpPcpPcP;11.7588;1459.0273;21.8518
PcpPcpPcP;10.8543;1458.6956;20.1771
PcpPcpPcP;9.9497;1458.3903;18.5016
PcpPcpPcP;9.0452;1458.1114;16.8234
PcpPcpPcP;8.1407;1457.8591;15.1443
PcpPcpPcP;7.2362;1457.6332;13.4651
PcpPcpPcP;6.3317;1457.4339;11.7836
PcpPcpPcP;5.4271;1457.2612;10.1019
PcpPcpPcP;4.5226;1457.1150;8.4198
PcpPcpPcP;3.6181;1456.9953;6.7363
PcpPcpPcP;2.7136;1456.9023;5.0527
PcpPcpPcP;1.8090;1456.8358;3.3687
PcpPcpPcP;0.9045;1456.7959;1.6844
PcpPcpPcP;0.0000;1456.7826;0.0000
PcpPcS;157.3869;1640.1239;253.7072
PcpPcS;158.2915;1644.1283;253.7072
PcpPcS;154.6734;1628.1107;253.6442
PcpPcS;156.4824;1636.1191;253.6412
PcpPcS;155.5779;1632.1146;253.6154
PcpPcS;153.7688;1624.1071;253.5942
PcpPcS;152.8643;1620.1041;253.5442
PcpPcS;151.9598;1616.1023;253.4637
PcpPcS;151.0553;1612.1012;253.3813
PcpPcS;150.1508;1608.1015;253.3150
PcpPcS;149.2462;1604.1028;253.2225
PcpPcS;148.3417;1600.1057;253.1300
PcpPcS;147.4372;1596.1103;253.0554
PcpPcS;146.5327;1592.1166;252.9055
PcpPcS;145.6281;1588.1248;252.7799
PcpPcS;144.7236;1584.1350;252.6574
PcpPcS;143.8191;1580.1476;252.4981
PcpPcS;142.9146;1576.1625;252.3426
PcpPcS;142.0101;1572.1801;252.1699
PcpPcS;141.1055;1568.2004;251.9774
PcpPcS;140.2010;1564.2236;251.7848
PcpPcS;139.2965;1560.2499;251.5923
PcpPcS;138.3920;1556.2795;251.3865
PcpPcS;137.4874;1552.3126;251.1540
PcpPcS;136.5829;1548.3493;250.9214
PcpPcS;135.6784;1544.3899;250.6697
PcpPcS;134.7739;1540.4346;250.4056
PcpPcS;133.8693;1536.4835;250.1327
PcpPcS;132.9648;1532.5369;249.8265
PcpPcS;132.0603;1528.5949;249.5702
PcpPcS;131.1558;1524.6577;249.2140
PcpPcS;130.2513;1520.7257;248.8818
PcpPcS;129.3467;1516.7989;248.5454
PcpPcS;128.4422;1512.8777;248.1871
PcpPcS;127.5377;1508.9621;247.8288
PcpPcS;126.6332;1505.0525;247.4445
PcpPcS;125.7286;1501.1491;247.0385
PcpPcS;124.8241;1497.2521;246.6326
PcpPcS;123.9196;1493.3617;246.2055
PcpPcS;123.0151;1489.4782;245.7503
PcpPcS;122.1106;1485.6018;245.2951
PcpPcS;121.2060;1481.7328;244.8285
PcpPcS;120.3015;1477.8714;244.3346
PcpPcS;119.3970;1474.0178;243.8281
PcpPcS;118.4925;1470.1723;243.3216
PcpPcS;117.5879;1466.3352;242.8039
PcpPcS;116.6834;1462.5067;242.2317
PcpPcS;115.7789;1458.6871;241.6627
PcpPcS;114.8744;1454.8766;241.0752
PcpPcS;113.9698;1451.0755;240.4469
PcpPcS;113.0653;1447.2841;239.8331
PcpPcS;112.1608;1443.5026;239.2184
PcpPcS;111.2563;1439.7314;238.5538
PcpPcS;110.3518;1435.9707;237.8891
PcpPcS;109.4472;1432.2208;237.1745
PcpPcS;108.5427;1428.4819;236.4668
PcpPcS;107.6382;1424.7544;235.7399
PcpPcS;106.7337;1421.0386;234.9923
PcpPcS;105.8291;1417.3347;234.2264
PcpPcS;104.9246;1413.6430;233.4336
PcpPcS;104.0201;1409.9639;232.6616
PcpPcS;103.1156;1406.2976;231.8396
PcpPcS;102.2111;1402.6445;230.9676
PcpPcS;101.3065;1399.0048;230.0986
PcpPcS;100.4020;1395.3789;229.2547
PcpPcS;99.4975;1391.7671;228.3107
PcpPcS;98.5930;1388.1697;227.4046
PcpPcS;97.6884;1384.5870;226.4715
PcpPcS;96.7839;1381.0193;225.5058
PcpPcS;95.8794;1377.4670;224.5244
PcpPcS;94.9749;1373.9303;223.5225
PcpPcS;94.0704;1370.4097;222.4895
PcpPcS;93.1658;1366.9054;221.4490
PcpPcS;92.2613;1363.4178;220.3938
PcpPcS;91.3568;1359.9471;219.2947
PcpPcS;90.4523;1356.4939;218.1865
PcpPcS;89.5477;1353.0583;217.0555
PcpPcS;88.6432;1349.6407;215.9257
PcpPcS;87.7387;1346.2415;214.7047
PcpPcS;86.8342;1342.8610;213.5308
PcpPcS;85.9296;1339.4996;212.3128
PcpPcS;85.0251;1336.1576;211.0719
PcpPcS;84.1206;1332.8354;209.7897
PcpPcS;83.2161;1329.5333;208.5455
PcpPcS;82.3116;1326.2517;207.2137
PcpPcS;81.4070;1322.9909;205.8834
PcpPcS;80.5025;1319.7513;204.5443
PcpPcS;79.5980;1316.5332;203.1460
PcpPcS;78.6935;1313.3371;201.7632
PcpPcS;77.7889;1310.1632;200.3303
PcpPcS;76.8844;1307.0120;198.8975
PcpPcS;75.9799;1303.8838;197.3982
PcpPcS;75.0754;1300.7790;195.9057
PcpPcS;74.1709;1297.6979;194.3958
PcpPcS;73.2663;1294.6410;192.8628
PcpPcS;72.3618;1291.6085;191.2950
PcpPcS;71.4573;1288.6009;189.7335
PcpPcS;70.5528;1285.6185;188.1220
PcpPcS;69.6482;1282.6617;186.4605
PcpPcS;68.7437;1279.7309;184.7975
PcpPcS;67.8392;1276.8264;183.1541
PcpPcS;66.9347;1273.9487;181.4107
PcpPcS;66.0302;1271.0981;179.6927
PcpPcS;65.1256;1268.2749;177.9725
PcpPcS;64.2211;1265.4796;176.1524
PcpPcS;63.3166;1262.7125;174.3707
PcpPcS;62.4121;1259.9740;172.5771
PcpPcS;61.5075;1257.2645;170.6835
PcpPcS;60.6030;1254.5843;168.8342
PcpPcS;59.6985;1251.9338;166.9399
PcpPcS;58.7940;1249.3134;165.0201
PcpPcS;57.8894;1246.7235;163.0728
PcpPcS;56.9849;1244.1644;161.1125
PcpPcS;56.0804;1241.6365;159.1219
PcpPcS;55.1759;1239.1402;157.1070
PcpPcS;54.2714;1236.6758;155.0644
PcpPcS;53.3668;1234.2437;153.0218
PcpPcS;52.4623;1231.8443;150.9303
PcpPcS;51.5578;1229.4779;148.8279
PcpPcS;50.6533;1227.1449;146.7120
PcpPcS;49.7487;1224.8456;144.5545
PcpPcS;48.8442;1222.5804;142.3971
PcpPcS;47.9397;1220.3497;140.1917
PcpPcS;47.0352;1218.1537;137.9838
PcpPcS;46.1307;1215.9929;135.7451
PcpPcS;45.2261;1213.8676;133.4802
PcpPcS;44.3216;1211.7781;131.2125
PcpPcS;43.4171;1209.7248;128.8987
PcpPcS;42.5126;1207.7080;126.5850
PcpPcS;41.6080;1205.7280;124.2247
PcpPcS;40.7035;1203.7852;121.9020
PcpPcS;39.7990;1201.8798;119.4792
PcpPcS;38.8945;1200.0123;117.1054
PcpPcS;37.9899;1198.1828;114.6684
PcpPcS;37.0854;1196.3919;112.2245
PcpPcS;36.1809;1194.6396;109.7613
PcpPcS;35.2764;1192.9264;107.2790
PcpPcS;34.3719;1191.2525;104.7782
PcpPcS;33.4673;1189.6182;102.2582
PcpPcS;32.5628;1188.0239;99.7217
PcpPcS;31.6583;1186.4697;97.1671
PcpPcS;30.7538;1184.9560;94.5958
PcpPcS;29.8492;1183.4830;92.0066
PcpPcS;28.9447;1182.0511;89.4005
PcpPcS;28.0402;1180.6603;86.7790
PcpPcS;27.1357;1179.3112;84.1413
PcpPcS;26.2312;1178.0037;81.4904
PcpPcS;25.3266;1176.7383;78.8205
PcpPcS;24.4221;1175.5150;76.1387
PcpPcS;23.5176;1174.3343;73.4444
PcpPcS;22.6131;1173.1962;70.7329
PcpPcS;21.7085;1172.1009;68.0107
PcpPcS;20.8040;1171.0488;65.2734
PcpPcS;19.8995;1170.0400;62.5292
PcpPcS;18.9950;1169.0746;59.7672
PcpPcS;18.0905;1168.1529;56.9961
PcpPcS;17.1859;1167.2750;54.2168
PcpPcS;16.2814;1166.4411;51.4237
PcpPcS;15.3769;1165.6513;48.6223
PcpPcS;14.4724;1164.9059;45.8100
PcpPcS;13.5678;1164.2049;42.9916
PcpPcS;12.6633;1163.5485;40.1626
PcpPcS;11.7588;1162.9369;37.3265
PcpPcS;10.8543;1162.3700;34.4820
PcpPcS;9.9497;1161.8481;31.6316
PcpPcS;9.0452;1161.3712;28.7772
PcpPcS;8.1407;1160.9395;25.9154
PcpPcS;7.2362;1160.5530;23.0492
PcpPcS;6.3317;1160.2118;20.1773
PcpPcS;5.4271;1159.9159;17.3025
PcpPcS;4.5226;1159.6655;14.4235
PcpPcS;3.6181;1159.4605;11.5421
PcpPcS;2.7136;1159.3010;8.6590
PcpPcS;1.8090;1159.1871;5.7734
PcpPcS;0.9045;1159.1188;2.8870
PcpPcS;0.0000;1159.0960;0.0000
PcpPcP;166.4322;1552.5297;253.7072
PcpPcP;167.3367;1548.5252;253.7072
PcpPcP;168.2412;1544.5206;253.6527
PcpPcP;170.9548;1532.5075;253.6444
PcpPcP;169.1457;1540.5157;253.6333
PcpPcP;170.0503;1536.5113;253.6138
PcpPcP;171.8593;1528.5033;253.5942
PcpPcP;172.7638;1524.5003;253.5442
PcpPcP;173.6683;1520.4976;253.5442
PcpPcP;174.5729;1516.4957;253.4753
PcpPcP;175.4774;1512.4940;253.4313
PcpPcP;176.3819;1508.4936;253.3813
PcpPcP;177.2864;1504.4943;253.3076
PcpPcP;178.1910;1500.4956;253.2377
PcpPcP;179.0955;1496.4980;253.1679
PcpPcP;180.0000;1492.5018;253.1054
PcpPcP;179.0955;1488.5067;253.0054
PcpPcP;178.1910;1484.5128;252.9234
PcpPcP;177.2864;1480.5205;252.8284
PcpPcP;176.3819;1476.5297;252.7334
PcpPcP;175.4774;1472.5406;252.6574
PcpPcP;174.5729;1468.5531;252.5160
PcpPcP;173.6683;1464.5674;252.3982
PcpPcP;172.7638;1460.5838;252.2594
PcpPcP;171.8593;1456.6020;252.1390
PcpPcP;170.9548;1452.6224;251.9927
PcpPcP;170.0503;1448.6450;251.8464
PcpPcP;169.1457;1444.6699;251.7000
PcpPcP;168.2412;1440.6972;251.5537
PcpPcP;167.3367;1436.7272;251.3956
PcpPcP;166.4322;1432.7596;251.2183
PcpPcP;165.5276;1428.7949;251.0411
PcpPcP;164.6231;1424.8331;250.8805
PcpPcP;163.7186;1420.8742;250.6668
PcpPcP;162.8141;1416.9184;250.4652
PcpPcP;161.9095;1412.9658;250.2635
PcpPcP;161.0050;1409.0165;250.0397
PcpPcP;160.1005;1405.0708;249.8052
PcpPcP;159.1960;1401.1285;249.6207
PcpPcP;158.2915;1397.1900;249.3862
PcpPcP;157.3869;1393.2553;249.1016
PcpPcP;156.4824;1389.3246;248.8558
PcpPcP;155.5779;1385.3979;248.5804
PcpPcP;154.6734;1381.4754;248.3050
PcpPcP;153.7688;1377.5573;248.0295
PcpPcP;152.8643;1373.6436;247.7541
PcpPcP;151.9598;1369.7346;247.4531
PcpPcP;151.0553;1365.8303;247.1401
PcpPcP;150.1508;1361.9309;246.8271
PcpPcP;149.2462;1358.0366;246.5140
PcpPcP;148.3417;1354.1474;246.1761
PcpPcP;147.4372;1350.2636;245.8238
PcpPcP;146.5327;1346.3852;245.4716
PcpPcP;145.6281;1342.5124;245.1194
PcpPcP;144.7236;1338.6454;244.7601
PcpPcP;143.8191;1334.7843;244.3669
PcpPcP;142.9146;1330.9294;243.9737
PcpPcP;142.0101;1327.0806;243.5805
PcpPcP;141.1055;1323.2383;243.1772
PcpPcP;140.2010;1319.4024;242.7774
PcpPcP;139.2965;1315.5733;242.3314
PcpPcP;138.3920;1311.7511;241.8895
PcpPcP;137.4874;1307.9360;241.4403
PcpPcP;136.5829;1304.1280;240.9781
PcpPcP;135.6784;1300.3274;240.5282
PcpPcP;134.7739;1296.5344;240.0148
PcpPcP;133.8693;1292.7491;239.5434
PcpPcP;132.9648;1288.9717;239.0220
PcpPcP;132.0603;1285.2024;238.5023
PcpPcP;131.1558;1281.4414;237.9792
PcpPcP;130.2513;1277.6887;237.4577
PcpPcP;129.3467;1273.9448;236.8781
PcpPcP;128.4422;1270.2096;236.3056
PcpPcP;127.5377;1266.4834;235.7331
PcpPcP;126.6332;1262.7664;235.1472
PcpPcP;125.7286;1259.0588;234.5423
PcpPcP;124.8241;1255.3608;233.9375
PcpPcP;123.9196;1251.6725;233.2946
PcpPcP;123.0151;1247.9942;232.6932
PcpPcP;122.1106;1244.3260;232.0418
PcpPcP;121.2060;1240.6683;231.3404
PcpPcP;120.3015;1237.0210;230.6830
PcpPcP;119.3970;1233.3846;229.9778
PcpPcP;118.4925;1229.7591;229.3162
PcpPcP;117.5879;1226.1448;228.6045
PcpPcP;116.6834;1222.5419;227.8429
PcpPcP;115.7789;1218.9507;227.0880
PcpPcP;114.8744;1215.3712;226.3552
PcpPcP;113.9698;1211.8038;225.5845
PcpPcP;113.0653;1208.2487;224.8025
PcpPcP;112.1608;1204.7061;224.0047
PcpPcP;111.2563;1201.1761;223.2034
PcpPcP;110.3518;1197.6591;222.3661
PcpPcP;109.4472;1194.1552;221.5236
PcpPcP;108.5427;1190.6648;220.6898
PcpPcP;107.6382;1187.1879;219.7997
PcpPcP;106.7337;1183.7249;218.9141
PcpPcP;105.8291;1180.2760;218.0163
PcpPcP;104.9246;1176.8414;217.1016
PcpPcP;104.0201;1173.4213;216.1820
PcpPcP;103.1156;1170.0161;215.2232
PcpPcP;102.2111;1166.6259;214.2748
PcpPcP;101.3065;1163.2510;213.2891
PcpPcP;100.4020;1159.8916;212.2985
PcpPcP;99.4975;1156.5480;211.2910
PcpPcP;98.5930;1153.2204;210.2814
PcpPcP;97.6884;1149.9091;209.2244
PcpPcP;96.7839;1146.6144;208.1841
PcpPcP;95.8794;1143.3364;207.1007
PcpPcP;94.9749;1140.0755;206.0138
PcpPcP;94.0704;1136.8318;204.9131
PcpPcP;93.1658;1133.6058;203.7728
PcpPcP;92.2613;1130.3975;202.6283
PcpPcP;91.3568;1127.2074;201.5002
PcpPcP;90.4523;1124.0356;200.3263
PcpPcP;89.5477;1120.8824;199.1442
PcpPcP;88.6432;1117.7481;197.9162
PcpPcP;87.7387;1114.6330;196.6997
PcpPcP;86.8342;1111.5373;195.4531
PcpPcP;85.9296;1108.4613;194.2064
PcpPcP;85.0251;1105.4053;192.9368
PcpPcP;84.1206;1102.3695;191.6357
PcpPcP;83.2161;1099.3542;190.3612
PcpPcP;82.3116;1096.3598;189.0231
PcpPcP;81.4070;1093.3864;187.6850
PcpPcP;80.5025;1090.4344;186.2969
PcpPcP;79.5980;1087.5040;184.9087
PcpPcP;78.6935;1084.5956;183.5463
PcpPcP;77.7889;1081.7094;182.1340
PcpPcP;76.8844;1078.8456;180.6716
PcpPcP;75.9799;1076.0047;179.2096
PcpPcP;75.0754;1073.1868;177.7772
PcpPcP;74.1709;1070.3922;176.2948
PcpPcP;73.2663;1067.6213;174.7624
PcpPcP;72.3618;1064.8743;173.2172
PcpPcP;71.4573;1062.1516;171.7173
PcpPcP;70.5528;1059.4533;170.1174
PcpPcP;69.6482;1056.7798;168.5537
PcpPcP;68.7437;1054.1314;166.9567
PcpPcP;67.8392;1051.5084;165.3644
PcpPcP;66.9347;1048.9111;163.6957
PcpPcP;66.0302;1046.3397;162.0500
PcpPcP;65.1256;1043.7945;160.3722
PcpPcP;64.2211;1041.2759;158.6861
PcpPcP;63.3166;1038.7841;156.9696
PcpPcP;62.4121;1036.3194;155.2349
PcpPcP;61.5075;1033.8821;153.5003
PcpPcP;60.6030;1031.4725;151.7372
PcpPcP;59.6985;1029.0909;149.9464
PcpPcP;58.7940;1026.7376;148.1557
PcpPcP;57.8894;1024.4128;146.3397
PcpPcP;56.9849;1022.1169;144.4972
PcpPcP;56.0804;1019.8501;142.6546
PcpPcP;55.1759;1017.6127;140.7738
PcpPcP;54.2714;1015.4050;138.8837
PcpPcP;53.3668;1013.2273;136.9885
PcpPcP;52.4623;1011.0798;135.0499
PcpPcP;51.5578;1008.9629;133.1055
PcpPcP;50.6533;1006.8768;131.1569
PcpPcP;49.7487;1004.8218;129.1661
PcpPcP;48.8442;1002.7982;127.1752
PcpPcP;47.9397;1000.8062;125.1586
PcpPcP;47.0352;998.8461;123.1614
PcpPcP;46.1307;996.9182;121.1142
PcpPcP;45.2261;995.0228;119.0170
PcpPcP;44.3216;993.1600;116.9519
PcpPcP;43.4171;991.3302;114.8573
PcpPcP;42.5126;989.5337;112.7423
PcpPcP;41.6080;987.7706;110.6133
PcpPcP;40.7035;986.0413;108.4683
PcpPcP;39.7990;984.3459;106.3077
PcpPcP;38.8945;982.6848;104.1126
PcpPcP;37.9899;981.0582;101.9393
PcpPcP;37.0854;979.4662;99.7332
PcpPcP;36.1809;977.9093;97.5125
PcpPcP;35.2764;976.3875;95.2762
PcpPcP;34.3719;974.9011;93.0187
PcpPcP;33.4673;973.4503;90.7616
PcpPcP;32.5628;972.0354;88.4821
PcpPcP;31.6583;970.6566;86.1903
PcpPcP;30.7538;969.3141;83.8846
PcpPcP;29.8492;968.0081;81.5686
PcpPcP;28.9447;966.7387;79.2348
PcpPcP;28.0402;965.5063;76.8930
PcpPcP;27.1357;964.3109;74.5376
PcpPcP;26.2312;963.1529;72.1709
PcpPcP;25.3266;962.0323;69.7886
PcpPcP;24.4221;960.9493;67.4094
PcpPcP;23.5176;959.9041;64.9980
PcpPcP;22.6131;958.8970;62.5817
PcpPcP;21.7085;957.9280;60.1662
PcpPcP;20.8040;956.9973;57.7359
PcpPcP;19.8995;956.1050;55.2954
PcpPcP;18.9950;955.2514;52.8470
PcpPcP;18.0905;954.4365;50.3864
PcpPcP;17.1859;953.6604;47.9210
PcpPcP;16.2814;952.9234;45.4454
PcpPcP;15.3769;952.2255;42.9644
PcpPcP;14.4724;951.5669;40.4742
PcpPcP;13.5678;950.9476;37.9781
PcpPcP;12.6633;950.3678;35.4754
PcpPcP;11.7588;949.8276;32.9636
PcpPcP;10.8543;949.3270;30.4518
PcpPcP;9.9497;948.8661;27.9326
PcpPcP;9.0452;948.4450;25.4079
PcpPcP;8.1407;948.0639;22.8954
PcpPcP;7.2362;947.7226;20.3471
PcpPcP;6.3317;947.4214;17.8184
PcpPcP;5.4271;947.1602;15.2722
PcpPcP;4.5226;946.9392;12.7313
PcpPcP;3.6181;946.7583;10.1873
PcpPcP;2.7136;946.6175;7.6423
PcpPcP;1.8090;946.5170;5.0955
PcpPcP;0.9045;946.4566;2.5480
PcpPcP;0.0000;946.4365;0.0000
PcS;59.6985;825.3595;253.6470
PcS;58.7940;821.3554;253.5942
PcS;57.8894;817.3532;253.4313
PcS;56.9849;813.3543;253.1560
PcS;56.0804;809.3601;252.8201
PcS;55.1759;805.3719;252.4001
PcS;54.2714;801.3912;251.8681
PcS;53.3668;797.4193;251.2709
PcS;52.4623;793.4578;250.5604
PcS;51.5578;789.5084;249.7795
PcS;50.6533;785.5727;248.8280
PcS;49.7487;781.6523;247.7961
PcS;48.8442;777.7492;246.6497
PcS;47.9397;773.8649;245.3812
PcS;47.0352;770.0015;244.0044
PcS;46.1307;766.1609;242.5291
PcS;45.2261;762.3448;240.9062
PcS;44.3216;758.5554;239.1581
PcS;43.4171;754.7947;237.2543
PcS;42.5126;751.0646;235.2576
PcS;41.6080;747.3673;233.0963
PcS;40.7035;743.7049;230.8385
PcS;39.7990;740.0794;228.4121
PcS;38.8945;736.4930;225.8876
PcS;37.9899;732.9480;223.2207
PcS;37.0854;729.4463;220.3967
PcS;36.1809;725.9904;217.4220
PcS;35.2764;722.5822;214.3381
PcS;34.3719;719.2242;211.0823
PcS;33.4673;715.9184;207.7083
PcS;32.5628;712.6670;204.1541
PcS;31.6583;709.4724;200.5213
PcS;30.7538;706.3367;196.7043
PcS;29.8492;703.2622;192.7681
PcS;28.9447;700.2509;188.7078
PcS;28.0402;697.3052;184.4518
PcS;27.1357;694.4271;180.1151
PcS;26.2312;691.6189;175.6117
PcS;25.3266;688.8826;170.9792
PcS;24.4221;686.2204;166.2402
PcS;23.5176;683.6344;161.3506
PcS;22.6131;681.1266;156.3207
PcS;21.7085;678.6989;151.1794
PcS;20.8040;676.3535;145.9150
PcS;19.8995;674.0922;140.5259
PcS;18.9950;671.9168;135.0205
PcS;18.0905;669.8293;129.3998
PcS;17.1859;667.8314;123.6577
PcS;16.2814;665.9249;117.8422
PcS;15.3769;664.1113;111.8996
PcS;14.4724;662.3923;105.8591
PcS;13.5678;660.7694;99.7237
PcS;12.6633;659.2441;93.4992
PcS;11.7588;657.8177;87.1895
PcS;10.8543;656.4916;80.8247
PcS;9.9497;655.2669;74.3363
PcS;9.0452;654.1448;67.8031
PcS;8.1407;653.1264;61.2059
PcS;7.2362;652.2126;54.5438
PcS;6.3317;651.4042;47.8489
PcS;5.4271;650.7020;41.0829
PcS;4.5226;650.1067;34.3078
PcS;3.6181;649.6189;27.4871
PcS;2.7136;649.2390;20.6379
PcS;1.8090;648.9674;13.7698
PcS;0.9045;648.8043;6.8881
PcS;0.0000;648.7499;0.0000
PcP;94.9749;733.7609;253.7072
PcP;95.8794;737.7653;253.7072
PcP;93.1658;725.7521;253.6442
PcP;94.0704;729.7561;253.6282
PcP;92.2613;721.7486;253.5442
PcP;91.3568;717.7465;253.4626
PcP;90.4523;713.7457;253.3813
PcP;89.5477;709.7469;253.2191
PcP;88.6432;705.7503;253.1054
PcP;87.7387;701.7562;252.8978
PcP;86.8342;697.7651;252.7075
PcP;85.9296;693.7773;252.4835
PcP;85.0251;689.7931;252.2594
PcP;84.1206;685.8131;251.9514
PcP;83.2161;681.8375;251.6582
PcP;82.3116;677.8668;251.3442
PcP;81.4070;673.9015;250.9889
PcP;80.5025;669.9420;250.6064
PcP;79.5980;665.9888;250.1976
PcP;78.6935;662.0424;249.7824
PcP;77.7889;658.1031;249.2620
PcP;76.8844;654.1717;248.7670
PcP;75.9799;650.2485;248.2142
PcP;75.0754;646.3341;247.6660
PcP;74.1709;642.4291;247.0323
PcP;73.2663;638.5339;246.4002
PcP;72.3618;634.6494;245.6967
PcP;71.4573;630.7758;244.9892
PcP;70.5528;626.9140;244.2177
PcP;69.6482;623.0646;243.4274
PcP;68.7437;619.2281;242.5974
PcP;67.8392;615.4052;241.7078
PcP;66.9347;611.5967;240.7880
PcP;66.0302;607.8031;239.7884
PcP;65.1256;604.0253;238.7888
PcP;64.2211;600.2639;237.7393
PcP;63.3166;596.5196;236.6071
PcP;62.4121;592.7933;235.4541
PcP;61.5075;589.0856;234.2385
PcP;60.6030;585.3975;233.0072
PcP;59.6985;581.7296;231.6940
PcP;58.7940;578.0829;230.2979
PcP;57.8894;574.4581;228.9123
PcP;56.9849;570.8561;227.4145
PcP;56.0804;567.2778;225.8918
PcP;55.1759;563.7241;224.3076
PcP;54.2714;560.1959;222.6479
PcP;53.3668;556.6941;220.9439
PcP;52.4623;553.2196;219.1961
PcP;51.5578;549.7735;217.3730
PcP;50.6533;546.3567;215.4761
